Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1183,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1300,1300,19-Jun-12
1184,Sholapur,Kurdwadi,Wheat,Other,FAQ,1350,1350,1350,18-Jun-12
1185,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,13-Jun-12
1186,Sholapur,Kurdwadi,Wheat,Other,FAQ,1453,1453,1453,11-Jun-12
1187,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1300,1300,08-Jun-12
1188,Sholapur,Kurdwadi,Wheat,Other,FAQ,1725,1725,1725,04-Jun-12
1189,Sholapur,Kurdwadi,Wheat,Other,FAQ,1470,1470,1470,30-May-12
1190,Sholapur,Kurdwadi,Wheat,Other,FAQ,1600,1600,1600,28-May-12
1191,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1250,1200,21-May-12
1192,Sholapur,Kurdwadi,Wheat,Other,FAQ,1500,1500,1500,18-May-12
1193,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,16-May-12
1194,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1500,1300,14-May-12
1195,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,11-May-12
1196,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1775,1600,09-May-12
1197,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1251,1225,07-May-12
1198,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1525,1450,04-May-12
1199,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1800,1500,02-May-12
1200,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1350,1300,30-Apr-12
1201,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1600,1400,27-Apr-12
1202,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1551,1450,20-Apr-12
1203,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1580,1500,18-Apr-12
1204,Sholapur,Kurdwadi,Wheat,Other,FAQ,1250,1301,1280,16-Apr-12
1205,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1800,1500,13-Apr-12
1206,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1500,1400,11-Apr-12
1207,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1878,1700,09-Apr-12
1208,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1944,1500,06-Apr-12
1209,Sholapur,Kurdwadi,Wheat,Other,FAQ,1531,1841,1600,04-Apr-12
1210,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1700,1600,02-Apr-12
1211,Sholapur,Kurdwadi,Wheat,Other,FAQ,1111,1575,1400,28-Mar-12
1212,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1700,1551,26-Mar-12
1213,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1676,1500,23-Mar-12
1214,Sholapur,Kurdwadi,Wheat,Other,FAQ,1220,1744,1500,21-Mar-12
1215,Sholapur,Kurdwadi,Wheat,Other,FAQ,1315,1775,1500,19-Mar-12
1216,Sholapur,Kurdwadi,Wheat,Other,FAQ,1490,1490,1490,14-Mar-12
1217,Sholapur,Kurdwadi,Wheat,Other,FAQ,1376,1500,1400,09-Mar-12
1218,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1400,1400,07-Mar-12
1219,Sholapur,Kurdwadi,Wheat,Other,FAQ,1550,1550,1550,05-Mar-12
1220,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,29-Feb-12
1221,Sholapur,Kurdwadi,Wheat,Other,FAQ,1175,1175,1175,27-Feb-12
1222,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1401,1300,17-Feb-12
1223,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,30-Jan-12
1224,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,27-Jan-12
1225,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,20-Jan-12
1226,Sholapur,Kurdwadi,Wheat,Other,FAQ,1125,1125,1125,13-Jan-12
1227,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,11-Jan-12
1228,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1526,1300,09-Jan-12
1229,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1451,1250,06-Jan-12
1230,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,02-Jan-12
1231,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1200,1150,30-Dec-11
1232,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1300,1300,28-Dec-11
1233,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1351,1300,26-Dec-11
1234,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1201,1150,23-Dec-11
1235,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,16-Dec-11
1236,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,12-Dec-11
1237,Sholapur,Kurdwadi,Wheat,Other,FAQ,1190,1251,1200,09-Dec-11
1238,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,30-Nov-11
1239,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,28-Nov-11
1240,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,25-Nov-11
1241,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,23-Nov-11
1242,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1400,1300,21-Nov-11
1243,Sholapur,Kurdwadi,Wheat,Other,FAQ,1111,1111,1111,16-Nov-11
1244,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,11-Nov-11
1245,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,07-Nov-11
1246,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1302,1200,04-Nov-11
1247,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1500,1400,27-Oct-11
1248,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,21-Oct-11
1249,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1400,1300,19-Oct-11
1250,Sholapur,Kurdwadi,Wheat,Other,FAQ,1195,1195,1195,14-Oct-11
1251,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,07-Oct-11
1252,Sholapur,Kurdwadi,Wheat,Other,FAQ,1101,1101,1101,06-Oct-11
1253,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,03-Oct-11
1254,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,30-Sep-11
1255,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1152,1130,28-Sep-11
1256,Sholapur,Kurdwadi,Wheat,Other,FAQ,1270,1270,1270,26-Sep-11
1257,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,23-Sep-11
1258,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1300,1300,21-Sep-11
1259,Sholapur,Kurdwadi,Wheat,Other,FAQ,1455,1455,1455,19-Sep-11
1260,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1300,1300,16-Sep-11
1261,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1360,1250,12-Sep-11
1262,Sholapur,Kurdwadi,Wheat,Other,FAQ,1150,1150,1150,09-Sep-11
1263,Sholapur,Kurdwadi,Wheat,Other,FAQ,1150,1150,1150,05-Sep-11
1264,Sholapur,Kurdwadi,Wheat,Other,FAQ,1201,1201,1201,02-Sep-11
1265,Sholapur,Kurdwadi,Wheat,Other,FAQ,1152,1152,1152,29-Aug-11
1266,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1200,1150,26-Aug-11
1267,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1250,1150,24-Aug-11
1268,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1250,1150,22-Aug-11
1269,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1441,1200,19-Aug-11
1270,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,17-Aug-11
1271,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,05-Aug-11
1272,Sholapur,Kurdwadi,Wheat,Other,FAQ,1270,1300,1275,03-Aug-11
1273,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1500,1300,01-Aug-11
1274,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,29-Jul-11
1275,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1200,1150,22-Jul-11
1276,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1400,1400,20-Jul-11
1277,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1700,1350,18-Jul-11
1278,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1450,1350,15-Jul-11
1279,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1900,1500,13-Jul-11
1280,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1400,1400,06-Jul-11
1281,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1550,1400,04-Jul-11
1282,Sholapur,Kurdwadi,Wheat,Other,FAQ,1600,1800,1700,27-Jun-11
1283,Sholapur,Kurdwadi,Wheat,Other,FAQ,1160,1890,1700,24-Jun-11
1284,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1500,1400,22-Jun-11
1285,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1611,1400,20-Jun-11
1286,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1500,1300,17-Jun-11
1287,Sholapur,Kurdwadi,Wheat,Other,FAQ,1325,1325,1325,15-Jun-11
1288,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,13-Jun-11
1289,Sholapur,Kurdwadi,Wheat,Other,FAQ,1401,1401,1401,10-Jun-11
1290,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1711,1600,08-Jun-11
1291,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1667,1300,06-Jun-11
1292,Sholapur,Kurdwadi,Wheat,Other,FAQ,1501,1501,1501,01-Jun-11
1293,Sholapur,Kurdwadi,Wheat,Other,FAQ,1150,1966,1500,30-May-11
1294,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1800,1600,27-May-11
1295,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1500,1450,25-May-11
1296,Sholapur,Kurdwadi,Wheat,Other,FAQ,1526,1526,1526,23-May-11
1297,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1958,1600,18-May-11
1298,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1948,1600,16-May-11
1299,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1600,1400,13-May-11
1300,Sholapur,Kurdwadi,Wheat,Other,FAQ,1525,1525,1525,11-May-11
1301,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,2000,1400,09-May-11
1302,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1525,1400,04-May-11
1303,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1985,1550,02-May-11
1304,Sholapur,Kurdwadi,Wheat,Other,FAQ,1351,1551,1450,29-Apr-11
1305,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,2050,1650,27-Apr-11
1306,Sholapur,Kurdwadi,Wheat,Other,FAQ,1500,2025,1800,25-Apr-11
1307,Sholapur,Kurdwadi,Wheat,Other,FAQ,1371,2058,1600,22-Apr-11
1308,Sholapur,Kurdwadi,Wheat,Other,FAQ,1151,1631,1400,20-Apr-11
1309,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1818,1650,18-Apr-11
1310,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1700,1550,15-Apr-11
1311,Sholapur,Kurdwadi,Wheat,Other,FAQ,1150,1700,1550,13-Apr-11
1312,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1925,1500,11-Apr-11
1313,Sholapur,Kurdwadi,Wheat,Other,FAQ,1300,1600,1500,08-Apr-11
1314,Sholapur,Kurdwadi,Wheat,Other,FAQ,1151,1651,1450,06-Apr-11
1315,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1600,1450,04-Apr-11
1316,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1700,1350,25-Mar-11
1317,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1200,1150,23-Mar-11
1318,Sholapur,Kurdwadi,Wheat,Other,FAQ,1351,1500,1400,21-Mar-11
1319,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,18-Mar-11
1320,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1400,1200,14-Mar-11
1321,Sholapur,Kurdwadi,Wheat,Other,FAQ,1750,1750,1750,11-Mar-11
1322,Sholapur,Kurdwadi,Wheat,Other,FAQ,1350,1350,1350,04-Mar-11
1323,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,02-Mar-11
1324,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1600,1500,23-Feb-11
1325,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1700,1400,21-Feb-11
1326,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1400,1300,18-Feb-11
1327,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,16-Feb-11
1328,Sholapur,Kurdwadi,Wheat,Other,FAQ,1150,1200,1175,14-Feb-11
1329,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1700,1500,11-Feb-11
1330,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1200,1200,09-Feb-11
1331,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1250,1225,07-Feb-11
1332,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1600,1400,02-Feb-11
1333,Sholapur,Kurdwadi,Wheat,Other,FAQ,1451,1451,1451,28-Jan-11
1334,Sholapur,Kurdwadi,Wheat,Other,FAQ,1140,1600,1400,21-Jan-11
1335,Sholapur,Kurdwadi,Wheat,Other,FAQ,1700,1700,1700,15-Dec-10
1336,Sholapur,Kurdwadi,Wheat,Other,FAQ,1500,1500,1500,13-Dec-10
1337,Sholapur,Kurdwadi,Wheat,Other,FAQ,1150,1150,1150,08-Dec-10
1338,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1426,1300,06-Dec-10
1339,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1501,1300,01-Dec-10
1340,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1766,1650,26-Nov-10
1341,Sholapur,Kurdwadi,Wheat,Other,FAQ,1111,1111,1111,15-Nov-10
1342,Sholapur,Kurdwadi,Wheat,Other,FAQ,1125,1600,1400,07-Nov-10
1343,Sholapur,Kurdwadi,Wheat,Other,FAQ,1130,1650,1500,01-Nov-10
1344,Sholapur,Kurdwadi,Wheat,Other,FAQ,1130,1200,1150,29-Oct-10
1345,Sholapur,Kurdwadi,Wheat,Other,FAQ,1200,1700,1500,25-Oct-10
1346,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1800,1500,22-Oct-10
1347,Sholapur,Kurdwadi,Wheat,Other,FAQ,1400,1400,1400,20-Oct-10
1348,Sholapur,Kurdwadi,Wheat,Other,FAQ,1251,1430,1300,18-Oct-10
1349,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1500,1200,11-Oct-10
1350,Sholapur,Kurdwadi,Wheat,Other,FAQ,1125,1400,1200,04-Oct-10
1351,Sholapur,Kurdwadi,Wheat,Other,FAQ,1500,1500,1500,29-Sep-10
1352,Sholapur,Kurdwadi,Wheat,Other,FAQ,1501,1501,1501,27-Sep-10
1353,Sholapur,Kurdwadi,Wheat,Other,FAQ,1100,1100,1100,24-Sep-10
1354,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1700,2345,1700,14-Jun-18
1355,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1551,2375,1700,11-Jun-18
1356,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1711,2460,1900,07-Jun-18
1357,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1591,2125,1600,04-Jun-18
1358,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1600,2400,1700,31-May-18
1359,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1401,2250,1700,28-May-18
1360,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1551,1950,1700,24-May-18
1361,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1401,2200,1900,21-May-18
1362,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1511,1607,1550,05-Feb-18
1363,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1390,2090,1500,25-Jan-18
1364,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,2020,1600,18-Jan-18
1365,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1700,1550,09-Oct-17
1366,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1100,1590,1460,28-Sep-17
1367,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1600,2100,1900,18-Sep-17
1368,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1451,2100,1550,11-Sep-17
1369,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1800,1750,28-Aug-17
1370,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1552,1951,1702,24-Aug-17
1371,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1600,2051,1700,17-Aug-17
1372,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1550,1800,1600,14-Aug-17
1373,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1550,1775,1600,10-Aug-17
1374,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1530,2000,1700,03-Aug-17
1375,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1300,2001,1552,31-Jul-17
1376,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1535,1575,1550,27-Jul-17
1377,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1524,2000,1650,24-Jul-17
1378,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1512,2060,1875,20-Jul-17
1379,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1460,2000,1600,17-Jul-17
1380,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1315,1900,1551,13-Jul-17
1381,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1560,1800,1700,10-Jul-17
1382,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1865,1600,06-Jul-17
1383,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1700,2000,1800,29-Jun-17
1384,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1951,1550,27-Jun-17
1385,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1501,1951,1650,22-Jun-17
1386,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1451,2000,1650,19-Jun-17
1387,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1851,1700,12-Jun-17
1388,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1460,1900,1550,29-May-17
1389,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1970,1700,25-May-17
1390,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1550,1510,22-May-17
1391,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,2052,1600,18-May-17
1392,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1850,2101,1850,08-May-17
1393,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1551,2081,1700,04-May-17
1394,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1550,2111,1700,24-Apr-17
1395,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1551,2100,1650,20-Apr-17
1396,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1600,2351,1800,17-Apr-17
1397,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1700,2441,2000,10-Apr-17
1398,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1552,2240,1600,05-Apr-17
1399,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1890,2200,1900,28-Mar-17
1400,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,2100,1800,27-Feb-17
1401,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1300,2000,1452,23-Feb-17
1402,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1551,2000,1900,20-Feb-17
1403,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,2200,2200,2200,16-Feb-17
1404,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1700,1700,1700,13-Feb-17
1405,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1581,1581,1581,09-Feb-17
1406,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1651,1651,1651,30-Jan-17
1407,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,2471,2471,2471,27-Jan-17
1408,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1451,1660,1460,29-Dec-16
1409,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1525,1700,1670,19-Dec-16
1410,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1,1,1,21-Nov-16
1411,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1611,1611,1611,17-Nov-16
1412,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1900,1900,1900,14-Nov-16
1413,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1561,1651,1580,08-Nov-16
1414,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1700,1600,03-Nov-16
1415,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1551,2100,1600,27-Oct-16
1416,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1751,1550,24-Oct-16
1417,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1950,1600,20-Oct-16
1418,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1451,1650,1500,17-Oct-16
1419,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1600,1600,1600,10-Oct-16
1420,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1675,1515,06-Oct-16
1421,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1551,1800,1599,03-Oct-16
1422,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1651,4450,1952,27-Sep-16
1423,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1556,1799,1678,30-Aug-16
1424,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1601,1601,1601,23-Aug-16
1425,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1521,1650,1600,11-Aug-16
1426,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1900,1900,1900,08-Aug-16
1427,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1541,1541,1541,04-Aug-16
1428,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1713,2261,1900,07-Jul-16
1429,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1693,2251,1800,27-Jun-16
1430,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1626,2075,1800,23-Jun-16
1431,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1875,1920,1900,14-Jun-16
1432,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1600,1651,1625,02-Jun-16
1433,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1515,1851,1520,19-May-16
1434,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1576,1751,1600,05-May-16
1435,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1560,2151,1600,28-Apr-16
1436,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1900,1500,25-Apr-16
1437,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1575,1575,1575,18-Apr-16
1438,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1451,1600,1500,14-Apr-16
1439,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1651,2100,1700,11-Apr-16
1440,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1525,2200,1600,08-Apr-16
1441,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,2200,2200,2200,07-Apr-16
1442,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1501,2280,1600,04-Apr-16
1443,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1580,2176,2000,21-Mar-16
1444,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1726,1726,1726,17-Mar-16
1445,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1475,2200,1800,14-Mar-16
1446,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1661,2025,1700,11-Feb-16
1447,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1700,1600,08-Feb-16
1448,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1425,3016,1607,04-Feb-16
1449,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1700,1700,1700,18-Jan-16
1450,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,2401,2401,2401,14-Jan-16
1451,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1470,1871,1726,11-Jan-16
1452,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1460,2300,1550,21-Dec-15
1453,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1700,1700,1700,17-Dec-15
1454,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1550,2111,1802,10-Dec-15
1455,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1732,2560,1780,07-Dec-15
1456,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1450,1714,1500,03-Dec-15
1457,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1800,2012,2012,30-Nov-15
1458,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1800,1800,1800,26-Nov-15
1459,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1560,1930,1700,23-Nov-15
1460,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1551,1941,1700,19-Nov-15
1461,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1651,1651,1651,16-Nov-15
1462,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1670,1670,1670,09-Nov-15
1463,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1501,1926,1700,05-Nov-15
1464,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1501,1600,1590,02-Nov-15
1465,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1751,1751,1751,26-Oct-15
