Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1466,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1551,1601,1575,22-Oct-15
1467,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1521,2100,1600,15-Oct-15
1468,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1600,1700,1650,12-Oct-15
1469,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1500,1500,08-Oct-15
1470,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1465,4500,1621,05-Oct-15
1471,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1465,1970,1800,01-Oct-15
1472,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,3100,1500,28-Sep-15
1473,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1450,1751,1500,24-Sep-15
1474,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1502,1800,1550,21-Sep-15
1475,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1525,1800,1550,14-Sep-15
1476,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1511,1650,1550,10-Sep-15
1477,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1475,1951,1500,07-Sep-15
1478,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1857,1500,03-Sep-15
1479,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1561,1550,20-Aug-15
1480,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1521,1560,1530,17-Aug-15
1481,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1450,2300,1520,13-Aug-15
1482,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1471,1676,1500,10-Aug-15
1483,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1560,2025,1816,06-Aug-15
1484,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1600,1550,03-Aug-15
1485,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1450,1550,1462,23-Jul-15
1486,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1800,1500,16-Jul-15
1487,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1857,1600,13-Jul-15
1488,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1420,2082,1500,06-Jul-15
1489,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1570,1400,02-Jul-15
1490,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1411,2201,1450,29-Jun-15
1491,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,2076,1450,22-Jun-15
1492,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1926,1450,18-Jun-15
1493,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1425,1900,1450,11-Jun-15
1494,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,3752,4271,4000,28-May-15
1495,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,2380,1500,11-May-15
1496,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,2201,1500,23-Apr-15
1497,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1450,2101,1500,05-Mar-15
1498,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1901,1450,04-Feb-15
1499,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1400,1600,1551,30-Jan-15
1500,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1560,1960,1600,16-Sep-13
1501,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,2411,1575,29-Jul-13
1502,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1500,1500,25-Jul-13
1503,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1500,1900,1675,01-Jul-13
1504,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1525,1870,1600,01-Nov-12
1505,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1300,1861,1700,29-Oct-12
1506,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1150,1680,1250,09-Jul-12
1507,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1100,1326,1225,05-Jul-12
1508,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1100,1655,1220,11-Jun-12
1509,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1125,1591,1300,14-May-12
1510,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1080,1711,1200,31-Jan-11
1511,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1080,1400,1100,18-Oct-10
1512,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1080,1570,1100,14-Oct-10
1513,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1080,1300,1100,11-Oct-10
1514,Sholapur,Kurdwadi(Modnimb),Wheat,Other,FAQ,1125,1451,1200,30-Sep-10
1515,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2250,2101,25-Feb-19
1516,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2000,2000,18-Feb-19
1517,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2201,2550,2550,11-Feb-19
1518,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2222,2466,2466,07-Feb-19
1519,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2100,3000,2700,04-Feb-19
1520,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2301,2551,2500,28-Jan-19
1521,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2301,2600,2600,24-Jan-19
1522,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2210,2576,2400,21-Jan-19
1523,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2500,2500,2500,07-Jan-19
1524,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2201,2201,2201,03-Jan-19
1525,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2351,2351,2351,24-Dec-18
1526,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2450,2450,2450,17-Dec-18
1527,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2121,2651,2501,13-Dec-18
1528,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2100,2501,2501,10-Dec-18
1529,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2156,2156,2156,03-Dec-18
1530,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2127,2201,2201,26-Nov-18
1531,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,1500,1500,08-Nov-18
1532,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2100,2450,2450,29-Oct-18
1533,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,3000,2600,18-Oct-18
1534,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2325,2500,2500,15-Oct-18
1535,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1802,2200,2000,11-Oct-18
1536,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2300,2375,2350,08-Oct-18
1537,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2400,2501,2501,04-Oct-18
1538,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1921,2400,2300,01-Oct-18
1539,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2400,2480,2480,27-Sep-18
1540,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2200,2350,2326,21-Sep-18
1541,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2200,2425,2425,17-Sep-18
1542,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,2300,2200,14-Sep-18
1543,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1950,3201,2175,06-Sep-18
1544,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2050,2200,2150,23-Aug-18
1545,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1810,3600,2300,20-Aug-18
1546,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2400,2013,13-Aug-18
1547,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2351,2100,06-Aug-18
1548,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2116,2200,2175,02-Aug-18
1549,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,2460,2221,30-Jul-18
1550,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,2229,2229,26-Jul-18
1551,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2021,2300,2300,23-Jul-18
1552,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1960,2100,2100,19-Jul-18
1553,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1950,1950,16-Jul-18
1554,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2176,2100,12-Jul-18
1555,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2060,2200,2100,09-Jul-18
1556,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2125,2125,05-Jul-18
1557,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2200,2000,02-Jul-18
1558,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1950,2050,2000,28-Jun-18
1559,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1950,2351,2100,25-Jun-18
1560,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,2000,2000,21-Jun-18
1561,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2200,2200,2200,18-Jun-18
1562,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2176,2176,2176,14-Jun-18
1563,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2152,1890,11-Jun-18
1564,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,2101,1950,07-Jun-18
1565,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1901,2100,2100,04-Jun-18
1566,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1752,2300,1900,28-May-18
1567,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1860,1935,1935,24-May-18
1568,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,1900,1800,21-May-18
1569,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,2050,2050,17-May-18
1570,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1740,2012,1901,14-May-18
1571,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2150,1925,10-May-18
1572,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1751,2701,1875,07-May-18
1573,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1450,1500,1500,03-May-18
1574,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1781,2000,1900,02-May-18
1575,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1826,1900,1900,27-Apr-18
1576,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2000,1953,23-Apr-18
1577,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1900,1900,20-Apr-18
1578,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2100,2100,2100,18-Apr-18
1579,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2100,1900,16-Apr-18
1580,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,2100,2100,12-Apr-18
1581,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1801,2100,1900,11-Apr-18
1582,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,2126,1900,09-Apr-18
1583,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,2025,1926,05-Apr-18
1584,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,1945,1945,04-Apr-18
1585,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,2000,1900,02-Apr-18
1586,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,3402,2000,26-Mar-18
1587,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1821,2221,1950,22-Mar-18
1588,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,2110,2000,21-Mar-18
1589,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,2200,1950,18-Mar-18
1590,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,2122,2020,15-Mar-18
1591,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1751,2100,1927,12-Mar-18
1592,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2700,2200,08-Mar-18
1593,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1450,2200,2200,07-Mar-18
1594,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2200,2150,05-Mar-18
1595,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2008,2125,2125,01-Mar-18
1596,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1801,2150,1851,27-Feb-18
1597,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1853,2200,2200,26-Feb-18
1598,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1950,1950,1950,23-Feb-18
1599,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1826,2208,2000,22-Feb-18
1600,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,2075,2075,20-Feb-18
1601,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1300,1952,1900,12-Feb-18
1602,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1800,1800,08-Feb-18
1603,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1800,1800,07-Feb-18
1604,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2200,2200,05-Feb-18
1605,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1601,1601,1601,02-Feb-18
1606,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1701,1701,1701,01-Feb-18
1607,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1890,1890,1890,31-Jan-18
1608,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,1700,1700,30-Jan-18
1609,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1970,1900,29-Jan-18
1610,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1900,1900,25-Jan-18
1611,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1400,1600,1500,24-Jan-18
1612,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,2000,2000,22-Jan-18
1613,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1400,1900,1851,19-Jan-18
1614,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2000,2000,18-Jan-18
1615,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1801,1801,1801,17-Jan-18
1616,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1825,2052,1900,15-Jan-18
1617,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,12-Jan-18
1618,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2050,1971,11-Jan-18
1619,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1850,1850,1850,10-Jan-18
1620,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,09-Jan-18
1621,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2000,1901,08-Jan-18
1622,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,05-Jan-18
1623,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2051,2051,04-Jan-18
1624,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,1700,1700,02-Jan-18
1625,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1836,2100,1950,01-Jan-18
1626,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1951,1951,1951,29-Dec-17
1627,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2127,2127,2127,28-Dec-17
1628,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2000,1850,26-Dec-17
1629,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1950,1950,1950,21-Dec-17
1630,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1880,1880,1880,19-Dec-17
1631,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,18-Dec-17
1632,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,14-Dec-17
1633,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,2020,2020,13-Dec-17
1634,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2050,2050,2050,12-Dec-17
1635,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,2100,1900,11-Dec-17
1636,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1801,1801,1801,08-Dec-17
1637,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1400,1400,1400,07-Dec-17
1638,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1415,1851,1851,04-Dec-17
1639,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,1900,1900,30-Nov-17
1640,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1501,2082,2000,27-Nov-17
1641,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,2000,2000,23-Nov-17
1642,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,2000,1950,20-Nov-17
1643,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2000,2000,17-Nov-17
1644,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,1700,1700,16-Nov-17
1645,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1850,1900,1900,15-Nov-17
1646,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2001,1880,13-Nov-17
1647,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1839,1839,1839,10-Nov-17
1648,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,1700,1700,09-Nov-17
1649,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2025,2025,08-Nov-17
1650,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1780,1780,1780,06-Nov-17
1651,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1980,1980,1980,01-Nov-17
1652,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1601,1800,1700,30-Oct-17
1653,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1350,1700,1630,26-Oct-17
1654,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1650,1900,1900,25-Oct-17
1655,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1401,1861,1650,23-Oct-17
1656,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,1911,1800,20-Oct-17
1657,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1420,1700,1651,16-Oct-17
1658,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1730,1730,1730,13-Oct-17
1659,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1472,1901,1700,12-Oct-17
1660,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,1700,1700,11-Oct-17
1661,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1200,1400,1400,10-Oct-17
1662,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,1775,1650,09-Oct-17
1663,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2000,2000,06-Oct-17
1664,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,04-Oct-17
1665,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1650,1826,1725,03-Oct-17
1666,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2000,1850,30-Sep-17
1667,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,2000,1811,25-Sep-17
1668,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1551,2100,1800,22-Sep-17
1669,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1800,1800,21-Sep-17
1670,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,1900,1900,19-Sep-17
1671,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2000,1600,18-Sep-17
1672,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1941,1941,1941,15-Sep-17
1673,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,1951,1951,14-Sep-17
1674,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1951,2051,2000,13-Sep-17
1675,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,1950,1900,11-Sep-17
1676,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1651,1651,1651,07-Sep-17
1677,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1550,2250,1901,04-Sep-17
1678,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2150,2150,2150,01-Sep-17
1679,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1670,1670,1670,31-Aug-17
1680,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,2500,1900,28-Aug-17
1681,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2050,1900,24-Aug-17
1682,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1951,1951,1951,22-Aug-17
1683,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2001,2000,21-Aug-17
1684,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,1800,1750,18-Aug-17
1685,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1901,1950,1950,16-Aug-17
1686,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1785,2100,1935,14-Aug-17
1687,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1650,1650,1650,11-Aug-17
1688,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,2050,2050,10-Aug-17
1689,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1575,2000,2000,07-Aug-17
1690,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2050,1950,02-Aug-17
1691,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2000,1900,31-Jul-17
1692,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,28-Jul-17
1693,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2000,1801,27-Jul-17
1694,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1760,1760,1760,26-Jul-17
1695,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1840,1840,25-Jul-17
1696,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,1801,1750,24-Jul-17
1697,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2000,2000,21-Jul-17
1698,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1875,2051,2000,20-Jul-17
1699,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1610,2000,1800,19-Jul-17
1700,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,3300,1800,17-Jul-17
1701,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1801,1800,14-Jul-17
1702,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2080,2080,13-Jul-17
1703,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1400,1500,1400,12-Jul-17
1704,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1680,1800,1750,10-Jul-17
1705,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,05-Jul-17
1706,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1550,1900,1676,03-Jul-17
1707,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,30-Jun-17
1708,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,1900,1800,29-Jun-17
1709,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,1750,1750,28-Jun-17
1710,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1850,1900,1850,27-Jun-17
1711,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1800,1800,22-Jun-17
1712,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,1700,1700,20-Jun-17
1713,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1550,1910,1800,19-Jun-17
1714,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1800,1800,15-Jun-17
1715,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,1700,1700,13-Jun-17
1716,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,1911,1600,12-Jun-17
1717,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1791,2000,1791,08-Jun-17
1718,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,1600,1600,07-Jun-17
1719,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1800,1800,01-Jun-17
1720,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2100,1800,29-May-17
1721,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2000,1900,25-May-17
1722,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1880,1880,1880,24-May-17
1723,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1900,1900,1900,23-May-17
1724,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2000,1900,22-May-17
1725,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,1861,1775,19-May-17
1726,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2000,1900,15-May-17
1727,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,2200,2000,11-May-17
1728,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,1800,1800,09-May-17
1729,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2000,2000,08-May-17
1730,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1950,1950,1950,05-May-17
1731,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2000,2000,2000,03-May-17
1732,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,2000,1800,02-May-17
1733,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,1975,1800,28-Apr-17
1734,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1800,1800,27-Apr-17
1735,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,1600,1600,25-Apr-17
1736,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2300,2300,2300,24-Apr-17
1737,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1680,1680,1680,18-Apr-17
1738,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,2200,2100,17-Apr-17
1739,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2050,1800,10-Apr-17
1740,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,3300,2000,06-Apr-17
1741,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2001,1900,05-Apr-17
1742,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2100,1900,03-Apr-17
1743,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1600,2000,1700,28-Mar-17
1744,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1700,2000,1900,27-Mar-17
1745,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1750,2000,2000,24-Mar-17
1746,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1801,2200,2100,23-Mar-17
1747,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1850,1850,1850,22-Mar-17
1748,Sholapur,Mangal Wedha,Wheat,Other,FAQ,2050,2050,2050,21-Mar-17
1749,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1500,2400,1502,20-Mar-17
1750,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1800,1970,1900,15-Mar-17
1751,Sholapur,Mangal Wedha,Wheat,Other,FAQ,1740,1900,1800,14-Mar-17
