Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),modalprice,pricedate
8308,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1726,2200,2101,15-Mar-16
8309,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,2580,2251,14-Mar-16
8310,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1800,2790,1955,12-Mar-16
8311,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1730,2258,1903,11-Mar-16
8312,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1675,2300,2200,10-Mar-16
8313,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1816,2315,2021,8-Mar-16
8314,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2140,2140,2140,5-Mar-16
8315,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1889,2300,1909,4-Mar-16
8316,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1850,2299,2211,1-Mar-16
8317,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1731,2301,1802,29-Feb-16
8318,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1601,1861,1601,27-Feb-16
8319,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1815,1841,1815,26-Feb-16
8320,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2100,2800,2800,25-Feb-16
8321,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1720,1961,1850,23-Feb-16
8322,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1950,2130,2000,20-Feb-16
8323,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,1851,1752,18-Feb-16
8324,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,1900,1900,17-Feb-16
8325,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1750,2200,1901,16-Feb-16
8326,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1892,1982,1892,13-Feb-16
8327,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1771,2131,1901,12-Feb-16
8328,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1671,1731,1671,11-Feb-16
8329,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1616,1901,1851,10-Feb-16
8330,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2155,2350,2350,9-Feb-16
8331,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1800,2100,1800,4-Feb-16
8332,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1671,2325,1800,2-Feb-16
8333,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1651,2210,2210,30-Jan-16
8334,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1850,2300,2300,29-Jan-16
8335,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1990,2150,2000,27-Jan-16
8336,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1701,2151,2151,23-Jan-16
8337,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1801,2300,2000,22-Jan-16
8338,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1795,2001,1800,21-Jan-16
8339,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2000,2000,2000,20-Jan-16
8340,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2111,2265,2200,18-Jan-16
8341,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,2790,2699,12-Jan-16
8342,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2212,2212,2212,8-Jan-16
8343,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,2292,2276,6-Jan-16
8344,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,2500,2352,5-Jan-16
8345,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1751,1751,1751,4-Jan-16
8346,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2111,2111,2111,1-Jan-16
8347,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2100,2300,2200,31-Dec-15
8348,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2326,2830,2326,29-Dec-15
8349,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,2800,2800,28-Dec-15
8350,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1800,2485,1925,25-Dec-15
8351,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1901,2145,2025,23-Dec-15
8352,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2200,2305,2251,22-Dec-15
8353,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2200,2755,2475,17-Dec-15
8354,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2276,2391,2371,16-Dec-15
8355,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1891,2720,2419,15-Dec-15
8356,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2400,2715,2519,12-Dec-15
8357,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2331,2331,10-Dec-15
8358,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2330,2330,2330,9-Dec-15
8359,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1770,3041,2300,8-Dec-15
8360,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2860,2860,2860,4-Dec-15
8361,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2291,2291,2291,2-Dec-15
8362,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2600,2600,2600,28-Nov-15
8363,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1730,2495,2340,27-Nov-15
8364,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2180,2800,2500,25-Nov-15
8365,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2400,2875,2400,24-Nov-15
8366,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2571,2571,2571,21-Nov-15
8367,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1850,2800,2595,20-Nov-15
8368,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1925,3050,2678,19-Nov-15
8369,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2400,2400,2400,18-Nov-15
8370,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2006,3003,2621,17-Nov-15
8371,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2151,2151,2151,16-Nov-15
8372,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1950,2225,1950,6-Nov-15
8373,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1800,2100,2000,5-Nov-15
8374,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2100,1900,4-Nov-15
8375,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1832,1956,1900,3-Nov-15
8376,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1727,1727,1727,2-Nov-15
8377,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1699,1926,1800,31-Oct-15
8378,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2005,2005,2005,30-Oct-15
8379,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1807,2151,1851,29-Oct-15
8380,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2741,2476,26-Oct-15
8381,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1651,1865,1651,23-Oct-15
8382,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1780,2685,1800,21-Oct-15
8383,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,1900,1820,19-Oct-15
8384,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1816,2901,2901,17-Oct-15
8385,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2240,2240,15-Oct-15
8386,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1601,2251,1800,14-Oct-15
8387,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1825,1975,1851,13-Oct-15
8388,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2015,2613,2015,12-Oct-15
8389,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2022,1900,10-Oct-15
8390,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2050,1752,9-Oct-15
8391,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1651,2581,2475,8-Oct-15
8392,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1602,2048,1700,7-Oct-15
8393,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1616,1951,1701,6-Oct-15
8394,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,1876,1769,5-Oct-15
8395,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1751,1931,1751,3-Oct-15
8396,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1680,2090,1850,1-Oct-15
8397,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1821,1986,1950,30-Sep-15
8398,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1661,2615,1786,29-Sep-15
8399,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,1750,1750,28-Sep-15
8400,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2112,2112,2112,26-Sep-15
8401,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2506,1661,24-Sep-15
8402,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1800,2225,2217,23-Sep-15
8403,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2750,1805,22-Sep-15
8404,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1651,1801,1759,21-Sep-15
8405,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1745,2251,2251,19-Sep-15
8406,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1681,2400,1820,18-Sep-15
8407,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,2275,2275,16-Sep-15
8408,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1920,2032,2032,15-Sep-15
8409,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2506,1661,12-Sep-15
8410,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1685,1700,1700,11-Sep-15
8411,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,1900,1900,10-Sep-15
8412,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1800,2051,1851,8-Sep-15
8413,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,1851,1720,7-Sep-15
8414,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2355,1900,4-Sep-15
8415,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1690,2561,1811,3-Sep-15
8416,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2061,1880,2-Sep-15
8417,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1850,2700,1850,28-Aug-15
8418,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1575,2000,1902,27-Aug-15
8419,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1732,2140,1926,26-Aug-15
8420,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1601,23770,2200,25-Aug-15
8421,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1599,1630,1630,24-Aug-15
8422,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,2400,1701,22-Aug-15
8423,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1801,1801,1801,21-Aug-15
8424,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1802,1900,1806,20-Aug-15
8425,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,1900,1670,19-Aug-15
8426,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1576,2700,1576,18-Aug-15
8427,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,1898,1859,17-Aug-15
8428,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1575,2210,1751,13-Aug-15
8429,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1701,1801,1801,12-Aug-15
8430,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1800,2100,1825,10-Aug-15
8431,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2035,1751,8-Aug-15
8432,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1800,1825,1825,7-Aug-15
8433,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1703,1703,1703,6-Aug-15
8434,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,2703,1800,5-Aug-15
8435,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2000,2000,2000,4-Aug-15
8436,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1640,1906,1730,29-Jul-15
8437,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1801,1801,1801,27-Jul-15
8438,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1750,1750,1750,24-Jul-15
8439,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1661,1700,1700,20-Jul-15
8440,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1555,1571,1571,17-Jul-15
8441,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1901,1901,1901,15-Jul-15
8442,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,1600,1600,14-Jul-15
8443,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,1600,1600,13-Jul-15
8444,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1951,1951,1951,9-Jul-15
8445,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1601,1901,1850,8-Jul-15
8446,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1601,1970,1945,7-Jul-15
8447,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1890,2100,2100,6-Jul-15
8448,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1650,1650,1650,3-Jul-15
8449,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1793,1793,1793,2-Jul-15
8450,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,1825,1650,1-Jul-15
8451,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,1752,1680,25-Jun-15
8452,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1675,1775,1775,20-Jun-15
8453,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1625,1700,1700,19-Jun-15
8454,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1586,1900,1602,17-Jun-15
8455,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2200,1925,16-Jun-15
8456,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1578,1800,1701,11-Jun-15
8457,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1580,2000,1963,10-Jun-15
8458,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,2020,1700,9-Jun-15
8459,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1642,1820,1800,8-Jun-15
8460,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1601,1685,1602,6-Jun-15
8461,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1605,2400,1700,5-Jun-15
8462,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1652,2151,1780,4-Jun-15
8463,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1570,2252,1711,3-Jun-15
8464,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1775,1775,1775,2-Jun-15
8465,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1750,2025,1801,1-Jun-15
8466,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1675,2100,1826,30-May-15
8467,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1585,2350,1700,29-May-15
8468,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2197,2150,26-May-15
8469,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1591,2035,1850,22-May-15
8470,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1692,1878,1857,21-May-15
8471,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1616,2071,1700,20-May-15
8472,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,2000,1800,19-May-15
8473,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2001,2061,2061,18-May-15
8474,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1590,2000,1750,16-May-15
8475,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2200,1810,14-May-15
8476,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1815,1815,1815,12-May-15
8477,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,1971,1800,9-May-15
8478,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1802,2001,1950,7-May-15
8479,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1752,1958,1949,6-May-15
8480,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,1850,1680,30-Apr-15
8481,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1930,2000,1967,27-Apr-15
8482,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,2025,1800,25-Apr-15
8483,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,2241,2241,23-Apr-15
8484,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1621,1920,1650,21-Apr-15
8485,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,2005,1875,20-Apr-15
8486,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1651,1828,1776,18-Apr-15
8487,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1731,2290,1731,17-Apr-15
8488,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2086,1886,15-Apr-15
8489,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1751,2000,1811,13-Apr-15
8490,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1753,1951,1855,11-Apr-15
8491,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2460,1802,10-Apr-15
8492,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1580,1863,1595,9-Apr-15
8493,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,1958,1801,7-Apr-15
8494,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2000,1886,4-Apr-15
8495,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2165,2165,3-Apr-15
8496,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1650,1951,1802,31-Mar-15
8497,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,1601,1601,30-Mar-15
8498,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1602,1700,1700,28-Mar-15
8499,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1588,1880,1654,27-Mar-15
8500,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1565,2651,2301,26-Mar-15
8501,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1603,1802,1800,25-Mar-15
8502,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2025,1900,24-Mar-15
8503,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2076,1923,23-Mar-15
8504,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,2002,1900,20-Mar-15
8505,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1725,2200,1900,18-Mar-15
8506,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2450,1898,14-Mar-15
8507,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2055,1950,13-Mar-15
8508,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1587,2000,1890,12-Mar-15
8509,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1599,2401,1922,10-Mar-15
8510,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1616,2400,2101,9-Mar-15
8511,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1680,1786,1760,7-Mar-15
8512,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1599,2100,1945,3-Mar-15
8513,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2000,2000,2000,2-Mar-15
8514,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2100,1605,25-Feb-15
8515,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1558,2111,1799,24-Feb-15
8516,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1925,1925,1925,23-Feb-15
8517,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,1950,1700,18-Feb-15
8518,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1601,1601,1601,16-Feb-15
8519,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,1772,1700,6-Feb-15
8520,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,2102,2050,5-Feb-15
8521,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1821,2250,2001,4-Feb-15
8522,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1702,1801,1801,2-Feb-15
8523,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2000,2300,2300,31-Jan-15
8524,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1775,2000,2000,30-Jan-15
8525,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,2500,2361,23-Jan-15
8526,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1902,2701,2501,22-Jan-15
8527,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2000,1800,21-Jan-15
8528,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1552,1552,1552,20-Jan-15
8529,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1660,2600,1660,19-Jan-15
8530,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1925,2870,2200,17-Jan-15
8531,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1925,2870,2200,17-Jan-15
8532,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1599,2649,2000,16-Jan-15
8533,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1599,2649,2000,16-Jan-15
8534,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2330,2330,2330,12-Jan-15
8535,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2330,2330,2330,12-Jan-15
8536,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2386,2350,10-Jan-15
8537,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2211,2653,2300,9-Jan-15
8538,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,1801,1751,7-Jan-15
8539,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1670,1670,1670,6-Jan-15
8540,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,2451,2101,5-Jan-15
8541,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,2576,2202,31-Dec-14
8542,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2516,1761,30-Dec-14
8543,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1851,2201,1851,29-Dec-14
8544,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2570,2570,2570,26-Dec-14
8545,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2052,2601,2300,25-Dec-14
8546,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2176,2778,2358,18-Dec-14
8547,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2400,2541,2491,17-Dec-14
8548,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,2475,2352,16-Dec-14
8549,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2001,2100,2001,15-Dec-14
8550,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,2400,1700,13-Dec-14
8551,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1575,2635,2375,11-Dec-14
8552,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1552,2901,2300,10-Dec-14
8553,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2570,1900,9-Dec-14
8554,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1891,2477,2351,8-Dec-14
8555,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,1751,1700,6-Dec-14
8556,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2000,2000,2000,4-Dec-14
8557,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1752,2600,2270,3-Dec-14
8558,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1900,2000,1900,2-Dec-14
8559,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2300,2300,2300,1-Dec-14
8560,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2250,2585,2450,29-Nov-14
8561,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2700,2000,28-Nov-14
8562,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1800,2476,2000,27-Nov-14
8563,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2560,2560,2560,25-Nov-14
8564,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2330,2130,24-Nov-14
8565,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2600,2400,22-Nov-14
8566,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1560,2551,2401,21-Nov-14
8567,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2400,2860,2487,20-Nov-14
8568,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1667,2951,2771,19-Nov-14
8569,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1590,2925,2740,18-Nov-14
8570,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1621,3051,2379,17-Nov-14
8571,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,3000,1561,15-Nov-14
8572,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1551,2800,2525,13-Nov-14
8573,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1700,2858,2555,12-Nov-14
8574,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1822,2802,2292,11-Nov-14
8575,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,2000,2806,2300,10-Nov-14
8576,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1601,2801,2751,8-Nov-14
8577,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1587,2475,1625,7-Nov-14
8578,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1921,2800,2700,6-Nov-14
8579,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1550,2401,2200,5-Nov-14
8580,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1601,2800,2200,3-Nov-14
8581,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1875,2900,2577,1-Nov-14
8582,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1611,3100,2791,31-Oct-14
8583,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1555,2275,2100,30-Oct-14
8584,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1600,2300,2049,29-Oct-14
8585,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1815,2800,2424,28-Oct-14
8586,Sholapur,Solapur,Jowar(Sorghum),Other,FAQ,1825,2802,2000,27-Oct-14
